chr1	4571707	4572169
chr1	4785473	4785903
chr1	4807549	4808262
chr1	4857462	4857870
chr1	5022826	5023407
chr1	5082940	5083380
chr1	6215132	6215394
chr1	7088395	7088673
chr1	7088912	7089252
chr1	7139115	7139531
chr1	7313508	7313781
chr1	7397614	7398218
chr1	9545320	9545569
chr1	9546210	9546467
chr1	9554551	9554770
chr1	9564431	9564856
chr1	9570164	9570468
chr1	9627430	9627850
chr1	9630203	9630449
chr1	9700140	9700895
chr1	9748350	9748610
chr1	9798219	9798470
chr1	9943960	9944371
chr1	9988772	9989000
chr1	10014450	10014719
chr1	10039491	10040263
chr1	10232799	10233347
chr1	10879960	10880202
chr1	10993642	10993997
chr1	12000539	12000748
chr1	12055909	12056126
chr1	12864411	12864635
chr1	12992495	12992810
chr1	13004939	13005278
chr1	13171202	13171443
chr1	13372885	13373155
chr1	13373637	13374045
chr1	13589164	13589603
chr1	13589782	13590093
chr1	13660346	13660657
chr1	13935913	13936250
chr1	14292277	14292627
chr1	14513684	14514090
chr1	15649788	15650026
chr1	15805478	15805740
chr1	15805929	15806139
chr1	16104518	16105257
chr1	16122836	16123104
chr1	16212598	16212986
chr1	16619071	16619474
chr1	16656640	16657173
chr1	16665111	16665469
chr1	17123422	17123728
chr1	19176124	19176495
chr1	20820076	20820443
chr1	20867489	20867734
chr1	20951327	20951788
chr1	21014493	21014857
chr1	21052659	21052951
chr1	21079371	21079663
chr1	21166162	21166687
chr1	21411561	21411850
chr1	21804981	21805470
chr1	21830085	21830415
chr1	21961257	21961703
chr1	22266442	22266780
chr1	22555744	22556112
chr1	23061847	23062241
chr1	23256138	23257003
chr1	23383221	23383576
chr1	23762952	23763355
chr1	23921993	23922544
chr1	24099913	24100214
chr1	24100300	24100518
chr1	24226302	24226514
chr1	24230512	24230748
chr1	24553536	24553847
chr1	24678161	24678693
chr1	25228607	25228857
chr1	25631972	25632224
chr1	25830017	25830613
chr1	25892404	25892758
chr1	26229782	26229991
chr1	30872871	30873402
chr1	30873722	30874145
chr1	30949237	30950324
chr1	31103030	31103290
chr1	31337098	31337346
chr1	33042459	33042773
chr1	33494875	33495269
chr1	33670326	33670535
chr1	33719825	33720272
chr1	33757492	33757940
chr1	33814065	33814615
chr1	33907240	33907731
chr1	33907857	33908066
chr1	34005556	34006069
chr1	34010895	34011596
chr1	34150751	34151071
chr1	34439242	34439599
chr1	34583794	34584243
chr1	34665020	34665601
chr1	34666688	34666897
chr1	34677843	34678229
chr1	34842565	34843511
chr1	35605316	35605781
chr1	35653342	35653657
chr1	35811422	35811757
chr1	36030462	36030815
chr1	36064826	36065122
chr1	36068198	36068435
chr1	36068726	36068958
chr1	36244085	36244337
chr1	36303414	36303802
chr1	36307639	36308178
chr1	36445049	36445303
chr1	36471395	36471992
chr1	36492337	36492636
chr1	36511611	36512237
chr1	36512588	36513001
chr1	36547303	36547601
chr1	36557033	36557444
chr1	36558121	36558446
chr1	36580556	36580825
chr1	36588614	36588963
chr1	36589383	36589644
chr1	36596084	36596361
chr1	36603422	36603731
chr1	36647713	36647969
chr1	36691222	36691721
chr1	36709702	36710174
chr1	36939377	36939599
chr1	36939714	36939951
chr1	36949646	36950103
chr1	37029232	37029450
chr1	37122352	37122617
chr1	37347353	37347592
chr1	37350827	37351048
chr1	37429570	37430413
