chr1	3292592	3292851
chr1	3293035	3293207
chr1	4785612	4785863
chr1	4807749	4807899
chr1	4857556	4857792
chr1	5015368	5015665
chr1	5022766	5023168
chr1	5232876	5233123
chr1	7088585	7089148
chr1	7139201	7139375
chr1	9545204	9545438
chr1	9564436	9564827
chr1	9570201	9570520
chr1	9607948	9608158
chr1	9627431	9627806
chr1	9630113	9630518
chr1	9649254	9649531
chr1	9658969	9659417
chr1	9748327	9748699
chr1	9944064	9944292
chr1	10040082	10040234
chr1	10232959	10233146
chr1	10300673	10300823
chr1	12644692	12644956
chr1	12992691	12992845
chr1	13040365	13040594
chr1	13372458	13372643
chr1	13860433	13860794
chr1	13861118	13861321
chr1	13935947	13936428
chr1	14002596	14002869
chr1	14121286	14121450
chr1	14181539	14181903
chr1	14198877	14199244
chr1	14218904	14219154
chr1	16111895	16112050
chr1	16122844	16123038
chr1	16204870	16205020
chr1	16212679	16212829
chr1	16619248	16619479
chr1	16657031	16657226
chr1	19176188	19176442
chr1	19927881	19928184
chr1	20678090	20678264
chr1	20820298	20820512
chr1	20845707	20845914
chr1	20867436	20867816
chr1	20890433	20890629
chr1	20905491	20905644
chr1	20951312	20951750
chr1	21008829	21009123
chr1	21014533	21014831
chr1	21052620	21053106
chr1	21079251	21079548
chr1	21593908	21594119
chr1	21805020	21805373
chr1	21830050	21830381
chr1	21961350	21961593
chr1	22266545	22266695
chr1	23117538	23117700
chr1	23203051	23203201
chr1	23255991	23256256
chr1	23383269	23383569
chr1	23922330	23922528
chr1	24005516	24005694
chr1	24611606	24612785
chr1	24612857	24613078
chr1	24613145	24615489
chr1	24615752	24616146
chr1	24678398	24678809
chr1	25008998	25009179
chr1	25892455	25892712
chr1	30787312	30787606
chr1	30949762	30950012
chr1	31059084	31059250
chr1	33384182	33384357
chr1	33494895	33495070
chr1	33599303	33599507
chr1	33669697	33669859
chr1	33814434	33814681
chr1	33932854	33933195
chr1	33940394	33940785
chr1	34005868	34006041
chr1	34011008	34011222
chr1	34150749	34151094
chr1	34183000	34183200
chr1	34184474	34184673
chr1	34399660	34399943
chr1	34439331	34439529
chr1	34579612	34579762
chr1	34665250	34665580
chr1	34666218	34666591
chr1	34666705	34666859
chr1	34675790	34675961
chr1	34677948	34678249
chr1	34690645	34690797
chr1	34749377	34749633
chr1	34842966	34843182
chr1	36030500	36030755
chr1	36064996	36065237
chr1	36068144	36068441
chr1	36077248	36077420
chr1	36244177	36244414
chr1	36303710	36303894
chr1	36307530	36307789
chr1	36309630	36309808
chr1	36369088	36369279
chr1	36445183	36445471
chr1	36511684	36511895
chr1	36528396	36528678
chr1	36547184	36547510
chr1	36556603	36556869
chr1	36581469	36581650
chr1	36596127	36596495
chr1	36603468	36603934
chr1	36607028	36607417
chr1	36636611	36636851
chr1	36646157	36646572
chr1	36647676	36647992
chr1	36691293	36691575
chr1	36709885	36710256
chr1	36939513	36940025
chr1	36949729	36950046
chr1	37171323	37171516
chr1	37299732	37300019
chr1	37317029	37317327
chr1	37332882	37333211
chr1	37350892	37351280
chr1	37386368	37386853
chr1	37393445	37393606
chr1	37405038	37405416
chr1	37429989	37430247
chr1	37512257	37512605
chr1	37565516	37565765
chr1	37585822	37585978
chr1	37864721	37865365
chr1	37872034	37872332
chr1	37890335	37890609
chr1	37997247	37997401
chr1	37997991	37998171
chr1	38129739	38129900
chr1	38334253	38334403
chr1	38450655	38451081
chr1	38848164	38848314
chr1	38987580	38987907
chr1	39367642	39367958
chr1	39478709	39479060
chr1	39535480	39535853
chr1	39577297	39577617
chr1	39650793	39651034
chr1	39710643	39710849
chr1	39714064	39714577
chr1	39736054	39736505
chr1	39749828	39750041
chr1	39762061	39762372
chr1	39878120	39878321
chr1	39900715	39900869
chr1	39941812	39942111
chr1	39947544	39948114
chr1	39977238	39977679
chr1	40117625	40117929
chr1	40139853	40140123
chr1	40790629	40790835
chr1	40847654	40847874
chr1	41027558	41028059
chr1	41158215	41158471
chr1	41390134	41390619
chr1	41390661	41390811
chr1	41555741	41555980
chr1	41605223	41605381
