chr1	3139193	3139269
chr1	3292686	3292801
chr1	4412600	4412716
chr1	5022852	5023214
chr1	5232962	5233050
chr1	6214593	6214670
chr1	9564564	9564766
chr1	9619613	9619742
chr1	9627577	9627877
chr1	9630286	9630531
chr1	9659096	9659215
chr1	9805438	9805497
chr1	10040091	10040198
chr1	12644753	12644867
chr1	13936297	13936410
chr1	14001552	14001732
chr1	14002058	14002137
chr1	14098605	14098762
chr1	14108639	14108797
chr1	14109011	14109182
chr1	14292055	14292172
chr1	14292412	14292498
chr1	14679677	14679774
chr1	16111887	16112052
chr1	16212677	16212784
chr1	16342948	16343045
chr1	16619208	16619284
chr1	16688629	16688762
chr1	17014076	17014143
chr1	17449424	17449595
chr1	18637429	18637493
chr1	19176267	19176355
chr1	19927825	19928156
chr1	20058332	20058548
chr1	20069930	20070035
chr1	20117249	20117712
chr1	20176478	20176729
chr1	20845724	20845955
chr1	20867434	20867802
chr1	20877547	20877608
chr1	20905707	20905990
chr1	21052679	21052872
chr1	21074388	21074518
chr1	21411674	21411883
chr1	21805147	21805212
chr1	22555892	22555978
chr1	22595021	22595080
chr1	23383422	23383489
chr1	23764861	23764935
chr1	23834973	23835111
chr1	24226194	24226307
chr1	24230581	24230640
chr1	24611704	24611790
chr1	24611905	24612004
chr1	24612350	24612540
chr1	24612970	24613042
chr1	24613507	24613688
chr1	24614121	24614180
chr1	24614270	24614330
chr1	24614940	24615186
chr1	24615743	24615809
chr1	24615929	24616094
chr1	24678561	24678635
chr1	24684127	24684208
chr1	24938628	24938706
chr1	24938754	24938844
chr1	25057731	25057886
chr1	25105476	25105631
chr1	25166155	25166227
chr1	25824703	25824856
chr1	25892516	25892617
chr1	25893087	25893207
chr1	33042571	33042678
chr1	33214866	33215138
chr1	33384198	33384277
chr1	34120216	34120291
chr1	34150939	34151016
chr1	34167353	34167442
chr1	34304282	34304418
chr1	34583753	34584177
chr1	34664287	34664506
chr1	34665381	34665496
chr1	34666134	34666619
chr1	34690444	34690782
chr1	34696618	34696868
chr1	34720101	34720295
chr1	36030510	36030688
chr1	36095588	36095685
chr1	36309589	36309802
chr1	36379612	36379757
chr1	36474866	36474929
chr1	36513487	36513565
chr1	36589638	36589699
chr1	36596218	36596352
chr1	36603577	36603674
chr1	36920247	36920381
chr1	36949556	36949772
chr1	36997005	36997105
chr1	37063216	37063297
chr1	37122463	37122595
chr1	37347612	37347711
chr1	37512414	37512542
chr1	37512959	37513241
chr1	37565596	37565724
chr1	38198551	38198694
chr1	38262482	38262643
chr1	38308220	38308300
chr1	38334245	38334424
chr1	38450769	38450978
chr1	39387619	39387778
chr1	39568239	39568298
chr1	39598773	39598839
chr1	39714520	39714579
chr1	39735992	39736190
chr1	39770337	39770796
chr1	39772879	39773022
chr1	39805677	39805861
chr1	39941874	39942094
chr1	39947708	39947951
chr1	39977457	39977671
chr1	40117690	40117913
chr1	40139879	40140078
chr1	40149315	40149451
chr1	40824596	40824805
chr1	41027576	41027687
chr1	41027730	41027898
chr1	41153456	41153535
chr1	41153598	41153696
chr1	41390199	41390458
chr1	41555815	41555895
chr1	41652815	41652999
chr1	42229747	42229881
chr1	42539070	42539207
chr1	42667707	42667889
chr1	42673509	42673572
chr1	42711260	42711319
chr1	42714503	42714582
chr1	42718613	42718709
chr1	42924096	42924170
